model_year,origin,fuel_type,drivetrain,num_doors,engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,fuel_efficiency_mpg
2005,USA,Gasoline,Front-wheel drive,2,2200,6,250.0,4040,17.9,28.1
2002,Asia,Gasoline,Rear-wheel drive,2,2230,6,241.0,4150,16.9,30.5
1984,Europe,Diesel,Front-wheel drive,3,2060,6,,3930,18.1,31.2
2013,Europe,Gasoline,Rear-wheel drive,5,2390,6,246.0,4560,,31.7
1985,Europe,Diesel,All-wheel drive,5,2200,6,239.0,4260,19.8,31.7
2014,USA,Diesel,Rear-wheel drive,2,2460,6,290.0,4740,17.8,29.1
1997,Europe,Gasoline,All-wheel drive,5,2200,6,216.0,4580,18.6,30.9
1982,Asia,Gasoline,Rear-wheel drive,4,2320,6,269.0,4590,20.9,28.2
1994,USA,Diesel,Rear-wheel drive,5,2220,6,276.0,4500,20.9,26.2
2012,Asia,Gasoline,Front-wheel drive,3,2150,6,249.0,4270,20.9,32.1
1979,USA,Hybrid,Front-wheel drive,2,2660,7,323.0,4620,16.9,29.4
2023,USA,Gasoline,Front-wheel drive,3,2100,6,247.0,4080,14.9,32.5
2004,Asia,Gasoline,Front-wheel drive,2,2390,6,266.0,4050,19.4,31.8
2023,Asia,Gasoline,Rear-wheel drive,3,2090,5,230.0,3820,16.7,34.3
1998,Europe,Gasoline,Front-wheel drive,4,2380,6,259.0,4170,17.7,30.9
2019,Asia,Diesel,Front-wheel drive,4,2300,6,242.0,4160,18.2,35.2
1981,Asia,Gasoline,Front-wheel drive,3,2080,5,223.0,4000,18.6,28.1
1978,USA,Hybrid,Front-wheel drive,5,2320,6,252.0,4550,17.5,31.5
2018,USA,Gasoline,Front-wheel drive,5,1990,6,236.0,4320,20.6,33.8
2024,Asia,Gasoline,All-wheel drive,5,2200,6,238.0,4300,16.9,32.0
1983,USA,Gasoline,Front-wheel drive,3,2090,6,229.0,3990,18.1,28.1
1986,USA,Gasoline,Rear-wheel drive,4,2750,7,300.0,4930,17.2,23.6
1980,Europe,Gasoline,Rear-wheel drive,3,2380,6,,4630,23.2,26.4
1983,Europe,Gasoline,Front-wheel drive,4,2160,6,,4110,17.8,29.4
2014,USA,Gasoline,All-wheel drive,4,2270,6,268.0,4530,18.1,27.3
1986,Europe,Gasoline,Rear-wheel drive,3,2290,6,257.0,4310,17.6,25.4
1986,USA,Gasoline,Front-wheel drive,5,2310,7,281.0,4590,19.3,26.4
2020,Asia,Gasoline,Front-wheel drive,3,2170,6,237.0,4360,18.9,32.1
2013,Europe,Hybrid,Front-wheel drive,5,2360,6,251.0,4090,17.7,35.5
1985,Europe,Gasoline,Front-wheel drive,5,2350,6,264.0,4460,18.6,29.8
1999,Asia,Gasoline,Front-wheel drive,4,2050,6,240.0,3970,20.0,32.5
2005,USA,Gasoline,Front-wheel drive,4,2280,6,258.0,4350,19.0,32.4
1998,Europe,Gasoline,Front-wheel drive,4,2370,6,239.0,4270,20.6,30.7
1983,Europe,Diesel,Rear-wheel drive,5,2190,6,,4090,,30.6
2023,Europe,Gasoline,All-wheel drive,3,2120,5,222.0,4220,19.1,32.2
1998,USA,Gasoline,Front-wheel drive,3,2130,6,258.0,4270,20.2,30.4
2000,Asia,Hybrid,All-wheel drive,4,2140,6,245.0,4210,17.3,34.3
2023,Asia,Gasoline,Rear-wheel drive,2,1940,6,216.0,3910,18.9,33.3
2011,Asia,Gasoline,All-wheel drive,3,2370,6,268.0,4560,19.0,29.7
2022,Asia,Gasoline,Front-wheel drive,2,1970,5,207.0,3800,18.8,33.8
2021,USA,Gasoline,Front-wheel drive,5,2260,6,249.0,4490,21.4,30.0
1991,USA,Gasoline,All-wheel drive,4,2580,7,282.0,4780,18.0,25.2
1988,USA,Gasoline,All-wheel drive,2,2790,7,287.0,4660,18.3,26.0
2017,Europe,Gasoline,Front-wheel drive,4,2330,6,255.0,4110,17.9,35.6
1979,Europe,Gasoline,All-wheel drive,3,2570,7,269.0,4700,18.2,22.7
1990,Asia,Gasoline,Front-wheel drive,4,2470,6,258.0,4440,19.0,26.1
2024,Europe,Gasoline,Rear-wheel drive,4,2280,6,239.0,4410,20.7,30.6
2001,USA,Gasoline,All-wheel drive,2,2680,7,288.0,4650,19.8,26.3
1989,Europe,Gasoline,Front-wheel drive,4,2370,6,273.0,4270,17.8,29.6
1992,Europe,Gasoline,Front-wheel drive,4,2420,6,275.0,4430,18.8,28.7
1982,USA,Diesel,Front-wheel drive,4,2240,6,293.0,4390,19.6,31.5
1990,Asia,Gasoline,Front-wheel drive,4,2470,7,261.0,4430,20.1,25.8
1994,Asia,Diesel,Front-wheel drive,3,2190,6,232.0,4320,21.2,30.3
2019,Asia,Diesel,Front-wheel drive,4,2080,6,270.0,4010,20.5,35.0
1994,Europe,Gasoline,Front-wheel drive,4,1930,5,223.0,3830,18.3,29.3
1989,USA,Hybrid,All-wheel drive,3,2070,5,201.0,4280,18.2,28.8
1991,USA,Gasoline,Rear-wheel drive,3,2400,6,275.0,4210,16.6,26.0
1981,USA,Gasoline,Front-wheel drive,2,2130,6,260.0,4270,17.8,27.2
2012,Europe,Hybrid,All-wheel drive,4,1930,5,207.0,3950,21.7,38.4
2018,Asia,Gasoline,Front-wheel drive,5,2230,6,233.0,4190,19.9,31.2
2003,Europe,Gasoline,Rear-wheel drive,5,2290,6,261.0,4500,19.0,28.8
1998,Asia,Gasoline,All-wheel drive,2,2250,6,239.0,4280,18.9,31.6
2001,Asia,Hybrid,Front-wheel drive,4,2030,6,250.0,3860,17.9,35.8
2021,USA,Diesel,All-wheel drive,3,2470,6,300.0,4780,17.6,27.4
2015,Asia,Gasoline,Front-wheel drive,4,2100,6,264.0,4190,17.4,34.9
2018,USA,Gasoline,Front-wheel drive,5,2230,6,240.0,4320,18.2,29.3
1975,Europe,Diesel,Front-wheel drive,4,2220,6,269.0,4450,19.1,26.9
2012,USA,Gasoline,Front-wheel drive,5,2150,5,235.0,4280,20.3,32.2
2008,USA,Gasoline,Rear-wheel drive,5,2400,6,281.0,4810,19.0,30.8
1991,Europe,Gasoline,Front-wheel drive,4,2300,6,250.0,4180,19.6,28.4
1995,Asia,Hybrid,Front-wheel drive,3,2270,6,252.0,4220,19.0,35.3
1998,Europe,Gasoline,Front-wheel drive,4,2490,6,274.0,4270,19.3,28.7
1987,USA,Gasoline,Front-wheel drive,2,1990,6,238.0,4070,17.9,31.3
2009,Europe,Diesel,Front-wheel drive,2,2040,6,227.0,3740,16.5,32.2
2010,Europe,Hybrid,All-wheel drive,3,2210,6,261.0,4480,18.3,32.6
2020,Asia,Gasoline,Rear-wheel drive,3,2690,7,291.0,4820,20.3,30.0
1997,USA,Diesel,Front-wheel drive,4,2080,5,,4020,17.4,30.8
1982,USA,Hybrid,Front-wheel drive,3,2150,7,256.0,4150,19.4,31.4
1983,Europe,Diesel,Front-wheel drive,2,2250,6,276.0,4290,19.7,30.7
2015,USA,Hybrid,Front-wheel drive,4,2370,6,279.0,4010,17.1,34.4
2014,Asia,Gasoline,Front-wheel drive,3,2140,6,221.0,3910,16.8,31.6
1991,USA,Gasoline,Front-wheel drive,2,2700,7,312.0,4710,19.7,24.8
2011,Asia,Gasoline,Front-wheel drive,2,2240,6,240.0,3910,16.1,31.4
2020,Asia,Gasoline,Front-wheel drive,4,2210,5,240.0,4280,19.4,32.0
2013,Asia,Gasoline,All-wheel drive,3,2290,6,243.0,4650,19.0,29.5
2004,USA,Gasoline,All-wheel drive,5,2140,6,267.0,4570,20.3,27.2
1983,Asia,Gasoline,Front-wheel drive,5,2300,6,238.0,4110,19.7,28.6
2005,Europe,Gasoline,Front-wheel drive,3,2230,6,225.0,4050,18.6,32.3
2015,Asia,Diesel,Front-wheel drive,2,2240,6,,4180,16.7,34.5
2000,Asia,Gasoline,Front-wheel drive,3,2610,7,264.0,4430,17.9,28.0
1999,Asia,Gasoline,All-wheel drive,5,2300,6,236.0,4490,19.9,27.0
1981,Asia,Gasoline,Front-wheel drive,4,2300,6,,4090,16.3,30.0
1984,USA,Diesel,Front-wheel drive,2,2240,6,243.0,4180,19.1,31.1
2005,USA,Diesel,Front-wheel drive,4,2450,6,285.0,4360,19.0,27.5
2005,Europe,Gasoline,Front-wheel drive,5,2310,6,255.0,4290,18.6,32.4
2009,USA,Gasoline,Front-wheel drive,4,2280,6,253.0,4400,19.7,29.5
1990,USA,Hybrid,Rear-wheel drive,2,2240,6,255.0,4370,19.2,30.4
1991,Asia,Gasoline,All-wheel drive,3,2520,7,279.0,4630,20.9,27.4
2000,Europe,Gasoline,Front-wheel drive,3,2050,6,213.0,3990,19.9,32.8
1990,USA,Gasoline,All-wheel drive,4,2110,6,230.0,4670,19.6,28.4
1977,USA,Diesel,Front-wheel drive,4,2380,6,,4470,17.4,29.9
2000,Asia,Diesel,Front-wheel drive,2,2160,6,221.0,4090,18.3,30.9
1995,Asia,Diesel,Front-wheel drive,5,2340,6,262.0,4300,18.1,30.5
2014,Asia,Gasoline,All-wheel drive,5,2360,6,244.0,4300,18.3,29.9
2000,USA,Diesel,All-wheel drive,3,2080,6,259.0,4140,18.6,31.0
1978,Asia,Gasoline,Front-wheel drive,3,2060,5,228.0,4000,19.9,31.0
1985,USA,Gasoline,All-wheel drive,2,2400,7,,4700,18.7,25.7
2001,Asia,Gasoline,Front-wheel drive,5,2290,7,263.0,4430,20.2,29.1
1990,Asia,Gasoline,Front-wheel drive,4,2400,6,278.0,4490,18.5,28.4
1983,USA,Gasoline,Front-wheel drive,5,2650,7,305.0,5130,18.8,19.8
2021,USA,Gasoline,Front-wheel drive,2,2400,6,273.0,4290,16.6,30.1
2011,Europe,Diesel,Front-wheel drive,3,2430,6,261.0,4130,19.2,33.4
1975,USA,Gasoline,Front-wheel drive,2,2520,7,287.0,4470,16.9,27.6
1995,USA,Gasoline,Front-wheel drive,3,2100,5,218.0,3920,18.1,32.2
1980,Asia,Gasoline,Front-wheel drive,4,2260,6,269.0,4240,19.4,26.6
1989,USA,Gasoline,All-wheel drive,2,2440,7,291.0,4610,20.7,25.9
1997,USA,Gasoline,All-wheel drive,2,2520,7,301.0,4660,18.3,25.9
2016,USA,Hybrid,Front-wheel drive,2,2240,6,248.0,4190,18.4,35.0
1975,USA,Gasoline,Rear-wheel drive,3,2520,6,282.0,4870,21.0,22.4
2021,Europe,Diesel,Front-wheel drive,4,2000,5,249.0,3820,15.4,34.1
1986,Asia,Gasoline,All-wheel drive,5,2160,6,238.0,4140,21.3,30.0
2008,USA,Gasoline,Rear-wheel drive,3,2350,7,289.0,4600,18.9,25.5
1996,Europe,Gasoline,Front-wheel drive,2,2200,6,233.0,4060,18.3,31.7
2021,USA,Diesel,Rear-wheel drive,2,2210,6,263.0,4540,20.0,31.1
1993,USA,Gasoline,Front-wheel drive,5,2310,6,255.0,4340,17.6,31.4
1997,USA,Diesel,All-wheel drive,5,2190,6,253.0,4370,19.8,25.5
2020,Asia,Diesel,Rear-wheel drive,3,2270,6,245.0,4310,19.8,31.5
2008,Europe,Hybrid,Front-wheel drive,4,1900,5,197.0,4100,20.3,37.9
1979,Europe,Gasoline,Front-wheel drive,3,2250,6,267.0,4030,19.0,28.9
1989,Europe,Diesel,Rear-wheel drive,4,2220,6,236.0,4160,21.4,33.1
2012,USA,Hybrid,All-wheel drive,3,2330,7,273.0,4540,19.0,34.9
1992,Europe,Hybrid,Front-wheel drive,5,2430,7,263.0,4770,19.9,34.0
1992,Asia,Gasoline,Front-wheel drive,4,2340,5,243.0,4040,18.6,31.1
1978,USA,Hybrid,All-wheel drive,2,2570,6,285.0,4280,19.6,29.6
2020,Europe,Gasoline,Rear-wheel drive,3,2200,6,234.0,3980,19.2,31.3
1995,USA,Diesel,Front-wheel drive,5,2480,6,278.0,4320,17.1,30.6
1998,Europe,Gasoline,All-wheel drive,2,2280,6,243.0,4320,19.3,28.5
2009,USA,Diesel,All-wheel drive,4,2260,6,268.0,4520,17.8,28.9
1987,Asia,Diesel,Front-wheel drive,3,2210,6,255.0,4300,19.0,31.5
1978,USA,Diesel,Front-wheel drive,5,2020,6,254.0,3880,17.8,28.4
1976,USA,Diesel,Front-wheel drive,4,2170,5,274.0,4060,18.1,30.6
2009,USA,Gasoline,Rear-wheel drive,3,2140,6,263.0,4130,18.1,29.5
1986,Asia,Gasoline,Rear-wheel drive,4,2390,6,251.0,4250,20.3,29.5
1983,Asia,Gasoline,Front-wheel drive,3,2210,6,,4110,18.7,28.5
2011,USA,Gasoline,Front-wheel drive,4,1960,6,215.0,4250,20.2,31.5
2017,Asia,Gasoline,Rear-wheel drive,4,2310,6,267.0,4480,18.6,30.1
2011,Asia,Diesel,Front-wheel drive,3,2160,6,258.0,3920,19.2,36.1
2018,Europe,Diesel,Front-wheel drive,3,2050,5,216.0,4010,20.2,36.5
1985,Asia,Diesel,Front-wheel drive,4,2170,6,264.0,4250,19.5,30.3
2024,Asia,Gasoline,Front-wheel drive,4,2140,6,218.0,4120,15.6,35.0
2012,USA,Diesel,Front-wheel drive,3,1830,5,210.0,4130,19.6,33.9
1988,Europe,Gasoline,All-wheel drive,5,2230,6,254.0,4530,21.6,27.4
1991,USA,Diesel,Front-wheel drive,4,2030,6,238.0,4060,18.7,31.0
1985,USA,Hybrid,Front-wheel drive,4,2430,6,277.0,4320,17.9,33.2
1984,USA,Gasoline,Front-wheel drive,3,2590,7,323.0,4750,19.2,28.1
1988,Asia,Hybrid,Rear-wheel drive,3,2510,6,261.0,4500,19.2,30.3
1993,Asia,Gasoline,Rear-wheel drive,3,2050,6,228.0,4230,19.5,32.1
1981,USA,Gasoline,Front-wheel drive,3,2140,6,,4470,20.2,25.8
1992,USA,Gasoline,Rear-wheel drive,4,2590,6,276.0,4840,18.2,22.4
2001,Asia,Gasoline,Front-wheel drive,3,1890,5,201.0,3810,20.2,31.2
1987,Asia,Gasoline,Front-wheel drive,2,2320,6,255.0,4130,21.4,30.1
2021,Europe,Gasoline,Front-wheel drive,5,2200,6,236.0,4190,,32.8
2023,USA,Gasoline,Rear-wheel drive,5,2270,7,273.0,4710,18.3,29.6
2002,USA,Hybrid,Front-wheel drive,2,2260,6,248.0,4140,18.0,34.8
1996,USA,Hybrid,All-wheel drive,2,1990,6,254.0,4250,17.5,31.7
2000,USA,Gasoline,Front-wheel drive,2,2150,6,271.0,4200,17.6,30.3
2015,Europe,Hybrid,All-wheel drive,3,2260,6,261.0,4630,19.9,33.1
1982,Asia,Gasoline,Front-wheel drive,3,2350,6,,4080,18.2,31.3
2009,USA,Hybrid,Front-wheel drive,3,2390,7,278.0,4390,18.1,31.4
2004,Europe,Gasoline,All-wheel drive,3,2200,6,254.0,4420,18.9,29.6
1998,Europe,Diesel,Front-wheel drive,5,2130,6,250.0,4020,18.9,33.6
1999,USA,Diesel,All-wheel drive,3,2280,6,269.0,4550,18.6,29.1
1991,USA,Gasoline,Front-wheel drive,3,2380,6,265.0,4220,19.5,29.2
1994,USA,Gasoline,Front-wheel drive,4,2430,7,281.0,4500,20.4,27.9
1986,Asia,Gasoline,Front-wheel drive,2,2180,6,250.0,4210,18.7,28.3
1985,Europe,Diesel,Front-wheel drive,4,2180,6,267.0,3980,17.7,31.5
1986,Asia,Gasoline,Front-wheel drive,3,2210,6,259.0,3860,17.9,31.8
2004,USA,Gasoline,All-wheel drive,4,2300,6,255.0,4560,19.4,26.2
1980,Europe,Hybrid,Front-wheel drive,2,2320,6,272.0,4000,18.8,31.7
1989,USA,Gasoline,Front-wheel drive,3,2350,6,259.0,4280,17.7,25.3
1986,USA,Gasoline,All-wheel drive,3,2200,6,253.0,4580,19.1,23.8
1997,USA,Gasoline,Rear-wheel drive,3,2300,6,267.0,4510,19.4,27.8
2005,Asia,Gasoline,Front-wheel drive,5,1910,5,206.0,4100,18.6,30.3
1988,USA,Gasoline,All-wheel drive,5,1910,5,234.0,4030,18.2,25.5
1980,USA,Gasoline,Rear-wheel drive,4,2440,6,262.0,4550,20.9,25.5
1998,USA,Gasoline,Front-wheel drive,5,2160,6,250.0,4220,18.7,28.5
2009,Europe,Hybrid,Front-wheel drive,4,2140,6,265.0,4080,18.2,38.4
2014,Asia,Gasoline,Front-wheel drive,3,2240,6,210.0,4190,20.5,32.3
1989,USA,Gasoline,All-wheel drive,4,2120,6,277.0,4200,19.3,26.7
1990,Asia,Gasoline,Front-wheel drive,4,2220,6,233.0,4170,22.1,28.2
2006,Europe,Diesel,Front-wheel drive,3,2390,6,261.0,4440,18.5,34.0
1983,USA,Gasoline,Front-wheel drive,4,2230,6,272.0,4140,17.4,26.7
2005,USA,Gasoline,Front-wheel drive,4,2390,6,270.0,4380,18.4,28.5
1981,Europe,Gasoline,Front-wheel drive,3,2460,6,275.0,4390,18.9,30.2
2013,USA,Diesel,All-wheel drive,3,2290,6,279.0,4510,19.2,27.9
1983,USA,Gasoline,Rear-wheel drive,4,2340,6,,4320,18.9,29.5
1986,Asia,Gasoline,Front-wheel drive,2,2270,6,229.0,4010,18.7,34.7
2001,Europe,Gasoline,Front-wheel drive,4,2120,6,238.0,4130,18.8,30.6
2001,Europe,Gasoline,Front-wheel drive,4,2330,7,257.0,4540,20.4,26.8
2021,Asia,Gasoline,Front-wheel drive,5,2430,7,267.0,4310,15.9,31.7
2000,USA,Gasoline,Front-wheel drive,5,2430,7,306.0,4590,18.5,29.0
1995,Europe,Gasoline,All-wheel drive,3,2240,6,256.0,4040,17.7,28.7
2024,USA,Gasoline,Rear-wheel drive,5,1960,5,233.0,4400,19.6,31.3
1977,USA,Gasoline,Front-wheel drive,4,2320,6,241.0,4230,19.1,25.3
1992,Europe,Diesel,Front-wheel drive,4,2350,6,260.0,4010,18.6,32.7
2004,Europe,Gasoline,Front-wheel drive,4,2370,6,255.0,4120,16.7,32.6
2010,Asia,Diesel,All-wheel drive,5,2500,6,284.0,4490,20.4,33.1
1988,Europe,Hybrid,All-wheel drive,4,2010,6,238.0,4120,22.5,30.9
1988,USA,Diesel,Front-wheel drive,3,2510,7,292.0,4620,19.3,24.8
2000,Europe,Gasoline,Front-wheel drive,5,2160,6,228.0,4190,18.9,31.6
1988,USA,Hybrid,Front-wheel drive,3,2280,6,260.0,4240,16.7,32.2
2004,Europe,Gasoline,Rear-wheel drive,3,1980,6,229.0,3920,,34.3
1991,USA,Gasoline,Front-wheel drive,4,2350,6,251.0,4540,18.1,29.2
1991,Europe,Diesel,Rear-wheel drive,3,2410,6,272.0,4440,20.2,29.5
1983,Europe,Gasoline,Front-wheel drive,3,2160,6,234.0,3980,18.1,29.9
2000,Asia,Diesel,Rear-wheel drive,4,2100,5,236.0,4010,17.4,32.7
1986,Europe,Diesel,Front-wheel drive,4,2220,6,257.0,4250,19.8,30.0
2021,Asia,Gasoline,Front-wheel drive,4,2110,6,,3920,18.5,32.5
1980,Asia,Gasoline,All-wheel drive,5,2340,6,274.0,4580,20.5,27.8
1988,Europe,Gasoline,Front-wheel drive,5,2470,6,269.0,4480,19.1,28.4
2018,Europe,Gasoline,Front-wheel drive,3,1980,6,230.0,3840,19.2,33.3
2023,USA,Diesel,Front-wheel drive,3,2250,6,279.0,4230,18.4,37.3
1987,Asia,Diesel,Rear-wheel drive,4,2350,7,276.0,4640,21.6,29.0
2000,USA,Diesel,Front-wheel drive,4,2450,6,267.0,4470,16.4,28.1
2017,Asia,Hybrid,Rear-wheel drive,4,2670,7,287.0,4830,19.1,34.0
2004,Asia,Gasoline,Front-wheel drive,4,2360,6,253.0,4100,17.0,32.6
1991,USA,Gasoline,All-wheel drive,5,2000,5,243.0,4550,22.1,27.2
1983,USA,Gasoline,Front-wheel drive,4,2460,7,,4350,18.5,28.7
2007,Europe,Hybrid,Front-wheel drive,4,1890,6,213.0,4080,18.6,36.8
1989,Europe,Gasoline,Front-wheel drive,2,2280,6,273.0,4280,19.9,26.2
2016,Europe,Gasoline,All-wheel drive,5,2360,6,254.0,4520,17.7,28.6
1983,Asia,Diesel,Front-wheel drive,4,2340,6,254.0,4320,21.5,30.2
2012,Asia,Gasoline,All-wheel drive,2,2280,6,231.0,4280,19.6,31.1
1993,USA,Hybrid,Front-wheel drive,3,2160,5,239.0,4190,17.9,35.3
1986,USA,Diesel,All-wheel drive,3,2060,6,239.0,4180,17.9,30.2
2013,USA,Gasoline,Front-wheel drive,3,2250,6,254.0,4390,18.4,32.4
2007,USA,Gasoline,Front-wheel drive,4,2250,6,256.0,4440,19.0,31.1
1978,Asia,Gasoline,Front-wheel drive,2,2350,6,261.0,4470,17.8,27.2
1983,USA,Gasoline,Rear-wheel drive,3,2310,6,,4280,19.5,26.8
1998,Europe,Gasoline,Front-wheel drive,5,2310,6,240.0,4250,19.0,34.2
2022,USA,Diesel,Front-wheel drive,4,2150,5,268.0,4180,17.8,33.2
1979,USA,Gasoline,All-wheel drive,5,2040,6,,4380,21.3,28.1
1983,Asia,Gasoline,Rear-wheel drive,4,2390,6,247.0,4490,18.4,25.6
1987,Europe,Gasoline,Front-wheel drive,2,2140,6,242.0,3920,19.9,26.9
1985,Asia,Gasoline,Front-wheel drive,4,2390,7,261.0,4490,21.2,27.9
1983,USA,Gasoline,All-wheel drive,5,2190,6,257.0,4330,17.7,27.9
1990,Asia,Gasoline,Rear-wheel drive,4,2260,6,233.0,4410,21.1,29.0
1999,Europe,Gasoline,All-wheel drive,5,2520,6,258.0,4720,19.1,25.6
1981,USA,Gasoline,Front-wheel drive,3,2600,6,,4320,17.3,27.0
1982,USA,Diesel,Front-wheel drive,3,2270,6,277.0,4340,17.9,28.1
1982,USA,Gasoline,Front-wheel drive,4,2300,6,,4320,16.6,28.0
1985,USA,Gasoline,Front-wheel drive,3,2440,7,272.0,4540,20.2,25.2
2008,Europe,Hybrid,All-wheel drive,4,2400,6,257.0,4760,19.3,33.3
2008,Europe,Gasoline,Front-wheel drive,5,2210,7,266.0,4450,,31.8
1990,USA,Diesel,Rear-wheel drive,4,2450,6,294.0,4460,18.3,27.1
1986,USA,Gasoline,Rear-wheel drive,4,2290,6,264.0,4470,20.3,27.9
2014,Europe,Gasoline,Rear-wheel drive,4,2290,6,258.0,4520,19.7,31.2
2006,USA,Gasoline,Front-wheel drive,4,2430,6,268.0,4310,17.4,30.6
2018,USA,Gasoline,Front-wheel drive,4,2000,6,267.0,4140,17.6,30.8
2013,Asia,Gasoline,Rear-wheel drive,3,2360,7,268.0,4340,18.8,30.7
2010,USA,Hybrid,Rear-wheel drive,2,2110,6,255.0,4150,18.4,30.9
1988,Asia,Gasoline,Front-wheel drive,2,2500,6,235.0,4230,20.8,29.0
2000,Asia,Gasoline,Front-wheel drive,5,2590,7,274.0,4560,19.3,30.2
2015,USA,Gasoline,Rear-wheel drive,3,2180,6,243.0,4390,19.4,30.3
2023,USA,Gasoline,Front-wheel drive,4,2030,6,258.0,4110,20.7,32.2
1984,Asia,Diesel,All-wheel drive,2,1960,6,240.0,3960,19.8,32.9
2020,Asia,Hybrid,Front-wheel drive,3,2240,6,256.0,4220,18.0,37.3
1977,USA,Gasoline,Rear-wheel drive,4,2410,6,,4440,18.0,23.8
2010,USA,Gasoline,All-wheel drive,5,2590,7,303.0,5060,19.2,29.3
1992,Europe,Gasoline,Front-wheel drive,3,2190,6,232.0,4220,18.8,33.1
1987,USA,Gasoline,All-wheel drive,4,2270,6,277.0,4610,19.7,24.8
1993,Asia,Hybrid,Front-wheel drive,3,2100,6,240.0,4120,19.1,34.0
2005,Europe,Gasoline,Front-wheel drive,3,2500,7,277.0,4380,19.0,29.8
1992,Asia,Gasoline,Front-wheel drive,4,2480,6,267.0,4380,21.0,29.3
2000,Asia,Gasoline,Front-wheel drive,3,2330,6,259.0,4270,20.1,30.2
2017,USA,Hybrid,All-wheel drive,4,2420,6,286.0,4600,19.3,34.2
2006,Asia,Gasoline,Rear-wheel drive,2,2490,7,262.0,4340,18.8,30.0
1975,USA,Gasoline,Rear-wheel drive,3,2340,6,260.0,4600,21.6,24.3
2022,Europe,Hybrid,Rear-wheel drive,3,2310,6,235.0,4190,21.1,36.3
1990,USA,Gasoline,Front-wheel drive,4,2470,6,279.0,4530,17.1,27.3
1989,USA,Gasoline,Front-wheel drive,4,2000,5,236.0,3880,21.1,28.9
1994,Europe,Gasoline,Rear-wheel drive,3,1930,5,202.0,4130,17.9,30.9
1998,USA,Gasoline,Rear-wheel drive,3,2330,6,253.0,4350,19.6,27.0
1976,Asia,Diesel,Rear-wheel drive,3,2130,6,,3870,17.1,30.2
1998,USA,Gasoline,Front-wheel drive,3,2220,6,241.0,4180,17.6,28.9
2010,Asia,Diesel,All-wheel drive,5,2140,6,259.0,4330,18.4,33.5
1990,USA,Hybrid,Front-wheel drive,2,2310,6,266.0,4280,19.7,33.3
2020,Asia,Gasoline,Front-wheel drive,5,2160,6,244.0,4220,19.2,31.5
2002,USA,Diesel,Front-wheel drive,4,2380,6,285.0,4350,17.3,28.2
1997,Europe,Diesel,Rear-wheel drive,2,2060,6,273.0,3960,19.5,34.9
1993,USA,Gasoline,Rear-wheel drive,3,3000,7,329.0,5210,19.6,26.5
1983,Europe,Gasoline,Rear-wheel drive,3,2260,6,227.0,4330,20.3,27.0
2015,Asia,Gasoline,Front-wheel drive,3,2260,7,242.0,4020,18.6,32.9
1988,Asia,Gasoline,All-wheel drive,4,2690,7,272.0,4790,18.8,26.5
1987,Asia,Hybrid,Front-wheel drive,5,2120,5,241.0,4100,18.2,34.0
1980,Europe,Diesel,Rear-wheel drive,3,2300,7,,4400,18.8,30.5
2004,USA,Diesel,Front-wheel drive,4,2590,7,310.0,4650,22.5,30.0
2007,Asia,Diesel,Front-wheel drive,4,2610,7,,4630,17.2,29.6
1994,USA,Gasoline,Rear-wheel drive,3,2470,6,281.0,4640,18.4,27.3
1982,USA,Gasoline,Front-wheel drive,3,2060,5,,3870,17.6,28.7
2015,Europe,Gasoline,Rear-wheel drive,2,2550,7,261.0,4560,,32.0
2019,USA,Gasoline,Front-wheel drive,3,2290,6,250.0,4280,20.5,31.6
1991,Asia,Gasoline,Front-wheel drive,5,2250,6,243.0,4190,16.1,28.1
2015,Asia,Diesel,Front-wheel drive,2,2160,6,243.0,4040,18.6,34.7
1978,Asia,Diesel,Front-wheel drive,3,2100,6,262.0,4100,18.6,30.0
2012,USA,Gasoline,Front-wheel drive,2,2180,6,260.0,4080,17.5,30.9
1990,Europe,Gasoline,All-wheel drive,4,2440,7,258.0,4420,16.9,25.5
1989,USA,Gasoline,Front-wheel drive,3,2240,6,255.0,4190,17.2,27.7
1981,Asia,Diesel,All-wheel drive,2,2160,6,258.0,4320,18.6,26.7
2011,Europe,Gasoline,Front-wheel drive,5,1850,5,212.0,3920,,34.5
1983,USA,Gasoline,Rear-wheel drive,3,2150,5,227.0,4160,20.3,26.9
2013,Europe,Diesel,Front-wheel drive,4,1950,6,240.0,4260,17.1,32.4
2017,Asia,Diesel,Front-wheel drive,2,2170,5,224.0,3900,18.3,38.1
1993,Europe,Gasoline,Rear-wheel drive,2,2240,6,254.0,4510,18.5,31.9
2022,USA,Gasoline,Front-wheel drive,2,2410,6,258.0,4270,18.0,32.4
2019,Asia,Gasoline,Rear-wheel drive,4,2260,6,241.0,4560,20.5,32.1
2003,USA,Gasoline,Rear-wheel drive,5,2240,6,269.0,4170,18.0,30.9
1996,USA,Diesel,Rear-wheel drive,5,2300,6,268.0,4650,19.7,28.4
1998,USA,Hybrid,Front-wheel drive,2,2520,6,278.0,4270,17.2,35.4
1991,Asia,Gasoline,All-wheel drive,3,2170,6,240.0,4590,19.7,27.8
1983,Asia,Diesel,Rear-wheel drive,4,2370,6,,4280,18.8,30.3
2017,Europe,Gasoline,Front-wheel drive,4,2290,6,244.0,4210,22.0,32.8
2013,Asia,Gasoline,Front-wheel drive,4,2030,6,227.0,4180,20.8,33.0
